file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\FinalProject1\java_design_patterns-master\decorator\src\test\java\me\zbl\decorator\CarpenterOperationsTest.java,me.zbl.decorator.CarpenterOperationsTest,class,7,7,0,7,3,2,0,7,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,35,0,0,0,0,0,3,1,2,0,2,0,0,1,0,17,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\strategy\src\main\java\me\zbl\strategy\TransportationStrategy.java,me.zbl.strategy.TransportationStrategy,interface,0,4,4,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
C:\FinalProject1\java_design_patterns-master\abstract-factory\src\main\java\me\zbl\abstractFactory\YoungSailor.java,me.zbl.abstractFactory.YoungSailor,class,1,3,2,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,14,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\builder\src\main\java\me\zbl\builder\Person.java,Builder,innerclass,7,8,1,7,6,1,0,0,10,0.8,0.0,0.0,5,0,5,0,0,0,5,0,0,0,4,0,0,4,0,0,0,0,0,28,5,0,1,0,0,1,0,4,0,4,1,0,0,0,15,9,0
C:\FinalProject1\java_design_patterns-master\interpreter\src\main\java\me\zbl\interpreter\NumberExpression.java,me.zbl.interpreter.NumberExpression,class,1,2,1,1,4,2,0,1,0,0.25,0.5,0.5,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,1,15,2,0,0,0,0,1,0,2,0,1,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\visitor\src\main\java\me\zbl\visitor\Manager.java,me.zbl.visitor.Manager,class,2,7,5,2,3,2,0,2,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\factory-method\src\main\java\me\zbl\factory\method\ChineseFood.java,ChineseFood,class,4,6,2,4,3,1,0,1,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,12,2,0,0,0,0,1,0,1,1,1,0,0,0,0,7,1,0
C:\FinalProject1\java_design_patterns-master\visitor\src\main\java\me\zbl\visitor\Unit.java,Unit,class,1,5,4,1,3,1,3,1,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,11,0,1,0,0,0,0,0,1,0,1,1,0,0,0,7,1025,0
C:\FinalProject1\java_design_patterns-master\command\src\main\java\me\zbl\command\Rubify.java,me.zbl.command.Rubify,class,4,6,2,4,5,2,0,3,4,0.5,0.3,0.3,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,2,0,0,20,1,0,0,0,0,1,0,2,0,2,0,0,0,0,12,1,0
C:\FinalProject1\java_design_patterns-master\singleton\src\main\java\me\zbl\singleton\EnumDirector.java,EnumDirector,enum,2,3,1,2,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,17,1,0
C:\FinalProject1\java_design_patterns-master\visitor\src\main\java\me\zbl\visitor\Boss.java,Boss,class,3,4,1,3,3,1,0,2,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\visitor\src\main\java\me\zbl\visitor\EngineerVisitor.java,me.zbl.visitor.EngineerVisitor,class,6,8,2,6,3,1,0,2,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,10,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15,1,1
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\abstract-factory\src\main\java\me\zbl\abstractFactory\Member.java,Member,interface,1,4,3,1,1,1,3,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
C:\FinalProject1\java_design_patterns-master\flyweight\src\main\java\me\zbl\flyweight\Submachine.java,me.zbl.flyweight.Submachine,class,3,5,2,3,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,10,1,1
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\prototype\src\main\java\me\zbl\prototype\TeamFactory.java,me.zbl.prototype.TeamFactory,interface,3,5,2,3,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\template-method\src\main\java\me\zbl\template\method\NegativeLearinngMethod.java,NegativeLearinngMethod,class,5,7,2,5,4,1,0,3,1,0.33333334,0.0,0.0,3,0,0,0,3,0,3,0,0,0,1,1,0,1,0,0,1,0,0,14,1,0,0,0,0,4,0,1,0,1,1,0,0,0,14,1,2
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\composite\src\main\java\me\zbl\composite\Character.java,Character,class,2,3,1,2,2,1,0,1,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\singleton\src\test\java\me\zbl\singleton\ThreadSafeLazyLoadDirectorTest.java,me.zbl.singleton.ThreadSafeLazyLoadDirectorTest,class,2,2,0,2,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\adapter\src\main\java\me\zbl\adapter\Car.java,Car,interface,0,3,3,0,1,1,2,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
C:\FinalProject1\java_design_patterns-master\abstract-factory\src\main\java\me\zbl\abstractFactory\OldCaptain.java,me.zbl.abstractFactory.OldCaptain,class,1,2,1,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,14,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\factory-method\src\main\java\me\zbl\factory\method\WesternFood.java,WesternFood,class,4,6,2,4,3,1,0,1,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,12,2,0,0,0,0,1,0,1,1,1,0,0,0,0,7,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\strategy\src\main\java\me\zbl\strategy\TransportationVehicle.java,me.zbl.strategy.TransportationVehicle,class,3,5,2,3,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,10,1,1
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\chain\src\main\java\me\zbl\chain\Gunner.java,Gunner,class,3,4,1,3,4,1,0,4,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,0,0,1,0,0,0,0,1,0,0,0,11,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\state\src\main\java\me\zbl\state\Application.java,me.zbl.state.Application,class,1,1,0,1,1,1,0,2,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\facade\src\test\java\me\zbl\facade\CourseFacadeTest.java,me.zbl.facade.CourseFacadeTest$InMemoryAppender,innerclass,3,3,0,3,4,2,0,9,0,0.25,0.5,0.5,4,0,3,0,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,16,2,0,0,0,1,1,0,1,0,2,0,0,0,1,17,2,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\chain\src\main\java\me\zbl\chain\Request.java,RequestType,enum,0,1,1,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\composite\src\main\java\me\zbl\composite\ChineseSentence.java,ChineseSentence,class,3,4,1,3,3,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,0,0,0,0,1,0,0,0,10,1,0
C:\FinalProject1\java_design_patterns-master\abstract-factory\src\test\java\me\zbl\abstractFactory\AbstractFactoryTest.java,me.zbl.abstractFactory.AbstractFactoryTest,class,12,12,0,12,3,1,0,8,1,0.44444445,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,1,26,0,0,0,0,0,0,0,7,0,7,0,0,0,0,23,1,0
C:\FinalProject1\java_design_patterns-master\bridge\src\test\java\me\zbl\bridge\AncientWarTest.java,me.zbl.bridge.AncientWarTest,class,4,4,0,4,1,2,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\mediator\src\main\java\me\zbl\mediator\PartyMember.java,me.zbl.mediator.PartyMember,interface,2,5,3,2,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\visitor\src\main\java\me\zbl\visitor\BossVisitor.java,me.zbl.visitor.BossVisitor,class,6,8,2,6,3,1,0,2,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,10,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15,1,1
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\decorator\src\main\java\me\zbl\decorator\Operation.java,Operation,interface,0,5,5,0,3,1,2,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\proxy\src\main\java\me\zbl\proxy\Customer.java,me.zbl.proxy.Customer,class,0,4,4,0,2,1,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\state\src\main\java\me\zbl\state\State.java,me.zbl.state.State,interface,0,3,3,0,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
C:\FinalProject1\java_design_patterns-master\singleton\src\test\java\me\zbl\singleton\SingletonTest.java,SingletonTest,class,8,13,5,8,5,1,0,6,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,28,0,2,0,0,0,0,4,10,0,10,1,0,0,0,36,1025,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\adapter\src\main\java\me\zbl\adapter\BusAdapter.java,BusAdapter,class,3,5,2,3,2,1,0,1,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\flyweight\src\main\java\me\zbl\flyweight\GunType.java,GunType,enum,0,1,1,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0
C:\FinalProject1\java_design_patterns-master\flyweight\src\main\java\me\zbl\flyweight\Application.java,me.zbl.flyweight.Application,class,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,1,0
C:\FinalProject1\java_design_patterns-master\abstract-factory\src\main\java\me\zbl\abstractFactory\Ship.java,me.zbl.abstractFactory.Ship,interface,1,8,7,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\iterator\src\main\java\BookShelf.java,BookShelf,class,3,5,2,3,2,1,0,2,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,22,1,0,0,0,0,11,0,2,0,2,0,0,0,0,7,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\singleton\src\test\java\me\zbl\singleton\SingletonTest.java,me.zbl.singleton.SingletonTest,class,2,7,5,2,5,1,0,7,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,1,28,0,2,0,0,0,0,4,10,0,10,1,0,0,0,36,1025,0
C:\FinalProject1\java_design_patterns-master\builder\src\main\java\me\zbl\builder\Person.java,me.zbl.builder.Person$Builder,innerclass,4,4,0,4,6,1,0,0,10,0.8,0.0,0.0,5,0,5,0,0,0,5,0,0,0,4,0,0,4,0,0,0,0,0,28,5,0,1,0,0,1,0,4,0,4,1,0,0,0,15,9,0
C:\FinalProject1\java_design_patterns-master\composite\src\main\java\me\zbl\composite\Character.java,me.zbl.composite.Character,class,1,4,3,1,2,2,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,0
C:\FinalProject1\java_design_patterns-master\decorator\src\main\java\me\zbl\decorator\Application.java,me.zbl.decorator.Application,class,5,6,1,5,1,1,0,5,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,15,0,0,0,0,0,2,0,3,0,3,0,0,0,0,16,1,2
C:\FinalProject1\java_design_patterns-master\observer\src\main\java\me\zbl\observer\Northern.java,Northern,class,4,6,2,4,5,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,22,0,0,0,0,0,5,0,1,0,1,1,0,0,0,12,1,5
C:\FinalProject1\java_design_patterns-master\abstract-factory\src\main\java\me\zbl\abstractFactory\PermanentTeamFactory.java,me.zbl.abstractFactory.PermanentTeamFactory,class,7,9,2,7,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
C:\FinalProject1\java_design_patterns-master\adapter\src\main\java\me\zbl\adapter\Driver.java,me.zbl.adapter.Driver,class,1,3,2,1,2,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\template-method\src\main\java\me\zbl\template\method\NegativeLearinngMethod.java,me.zbl.template.method.NegativeLearinngMethod,class,3,5,2,3,4,2,0,3,1,0.33333334,0.33333334,0.33333334,3,0,0,0,3,0,3,0,0,0,1,1,0,1,0,0,1,0,0,14,1,0,0,0,0,4,0,1,0,1,1,0,0,0,14,1,2
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\prototype\src\main\java\me\zbl\prototype\Application.java,me.zbl.prototype.Application,class,13,14,1,13,1,1,0,6,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,25,0,0,0,0,0,2,0,9,0,5,0,0,0,0,24,1,8
C:\FinalProject1\java_design_patterns-master\factory-method\src\main\java\me\zbl\factory\method\ChineseCook.java,me.zbl.factory.method.ChineseCook,class,4,6,2,4,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\state\src\main\java\me\zbl\state\Coder.java,Coder,class,3,6,3,3,5,1,0,5,0,0.0,0.0,0.0,4,0,3,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,2,0,1,1,0,0,0,11,1,0
C:\FinalProject1\java_design_patterns-master\memento\src\main\java\me\zbl\memento\Flower.java,Flower,class,5,6,1,5,16,1,0,8,40,0.75,0.0,0.0,12,0,10,0,0,2,12,0,0,0,4,0,0,4,0,0,1,0,0,94,6,0,0,0,0,1,4,8,2,5,1,0,1,0,18,1,0
C:\FinalProject1\java_design_patterns-master\chain\src\main\java\me\zbl\chain\Gunner.java,me.zbl.chain.Gunner,class,2,3,1,2,4,2,0,4,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,0,0,1,0,0,0,0,1,0,0,0,11,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\abstract-factory\src\main\java\me\zbl\abstractFactory\OldShip.java,OldShip,class,2,3,1,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,14,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\mediator\src\main\java\me\zbl\mediator\Student.java,me.zbl.mediator.Student,class,1,2,1,1,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\observer\src\main\java\me\zbl\observer\Southern.java,me.zbl.observer.Southern,class,4,6,2,4,5,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,22,0,0,0,0,0,5,0,1,0,1,1,0,0,0,12,1,5
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\visitor\src\main\java\me\zbl\visitor\UnitVisitor.java,me.zbl.visitor.UnitVisitor,interface,3,10,7,3,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
C:\FinalProject1\java_design_patterns-master\facade\src\test\java\me\zbl\facade\CourseFacadeTest.java,me.zbl.facade.CourseFacadeTest,class,6,6,0,6,3,2,0,8,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,44,0,0,0,0,0,10,3,2,0,2,0,0,1,0,21,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\proxy\src\main\java\me\zbl\proxy\DiningRoom.java,me.zbl.proxy.DiningRoom,class,4,6,2,4,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,11,1,1
C:\FinalProject1\java_design_patterns-master\composite\src\main\java\me\zbl\composite\Application.java,me.zbl.composite.Application,class,2,2,0,2,1,1,0,3,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,9,1,0
C:\FinalProject1\java_design_patterns-master\facade\src\main\java\me\zbl\facade\CourseParticipator.java,me.zbl.facade.CourseParticipator$Event,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\decorator\src\main\java\me\zbl\decorator\CarpenterOperation.java,CarpenterOperation,class,4,8,4,4,3,1,0,2,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,12,0,0,0,0,0,3,0,1,0,1,0,0,0,0,13,1,3
C:\FinalProject1\java_design_patterns-master\abstract-factory\src\main\java\me\zbl\abstractFactory\TeamFactory.java,me.zbl.abstractFactory.TeamFactory,interface,3,6,3,3,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\command\src\main\java\me\zbl\command\Enlarge.java,Enlarge,class,5,6,1,5,5,1,0,3,4,0.5,0.0,0.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,2,0,0,20,1,0,0,0,0,1,0,2,0,2,0,0,0,0,12,1,0
C:\FinalProject1\java_design_patterns-master\command\src\main\java\me\zbl\command\Size.java,me.zbl.command.Size,enum,0,2,2,0,2,1,0,0,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,8,1,0,0,0,0,2,0,1,0,1,0,0,0,0,12,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\flyweight\src\main\java\me\zbl\flyweight\WeaponShop.java,WeaponShop,class,5,7,2,5,9,1,0,9,0,0.52380955,0.0,0.0,7,0,4,3,0,0,4,0,2,0,3,1,0,3,0,0,1,0,0,47,2,2,0,0,0,2,0,4,0,4,1,0,0,0,35,1,2
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\template-method\src\main\java\me\zbl\template\method\Application.java,me.zbl.template.method.Application,class,5,6,1,5,1,1,0,4,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,10,0,0,0,0,0,5,0,2,0,2,0,0,0,0,18,1,1
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\mediator\src\main\java\me\zbl\mediator\Activity.java,me.zbl.mediator.Activity,enum,0,4,4,0,3,1,0,0,0,0.33333334,0.6666667,1.0,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0,0,0,0,13,2,0,0,0,0,8,0,2,0,2,0,0,0,0,23,1,0
C:\FinalProject1\java_design_patterns-master\java_design_patterns-master\proxy\src\main\java\me\zbl\proxy\Room.java,me.zbl.proxy.Room,interface,1,3,2,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
C:\FinalProject1\java_design_patterns-master\mediator\src\main\java\me\zbl\mediator\Officer.java,Officer,class,3,4,1,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0
